date,location,confirmed,recoveries,deaths,daily_confirmed,daily_recoveries,daily_deaths
2020-05-12,Bihar,747,377,6,51,12,0
2020-05-12,Chandigarh,174,24,2,5,0,0
2020-05-12,Chhattisgarh,59,53,0,0,4,0
2020-05-12,Dadar Nagar Haveli,1,0,0,0,0,0
2020-05-12,Delhi,7233,2129,73,310,60,0
2020-05-12,Goa,7,7,0,0,0,0
2020-05-12,Gujarat,8541,2780,513,347,235,20
2020-05-12,Haryana,730,337,11,27,37,1
2020-05-12,Himachal Pradesh,59,39,2,4,0,0
2020-05-12,Jammu and Kashmir,879,427,10,18,44,1
2020-05-12,Jharkhand,160,78,3,3,0,0
2020-05-12,Karnataka,862,426,31,14,2,0
2020-05-12,Kerala,519,489,4,7,0,0
2020-05-12,Ladakh,42,21,0,0,0,0
2020-05-12,Madhya Pradesh,3785,1747,221,171,71,6
2020-05-12,Maharashtra,23401,4786,868,1230,587,36
2020-05-12,Manipur,2,2,0,0,0,0
2020-05-12,Meghalaya,13,10,1,0,0,0
2020-05-12,Mizoram,1,1,0,0,0,0
2020-05-12,Odisha,414,85,3,37,17,0
2020-05-12,Puducherry,12,6,0,3,0,0
2020-05-12,Punjab,1877,168,31,54,2,0
2020-05-12,Rajasthan,3988,2264,113,174,88,6
2020-05-12,Tamil Nadu,8002,2051,53,798,92,6
2020-05-12,Telengana,1275,800,30,79,50,0
2020-05-12,Tripura,152,2,0,2,0,0
2020-05-12,Uttarakhand,68,46,1,0,0,0
2020-05-12,Uttar Pradesh,3573,1758,80,106,105,6
2020-05-12,West Bengal,2063,499,190,124,82,5
2020-05-13,Andaman and Nicobar Islands,33,33,0,0,0,0
2020-05-13,Andhra Pradesh,2090,1056,46,72,81,1
2020-05-13,Arunachal Pradesh,1,1,0,0,0,0
2020-05-13,Assam,65,39,2,0,5,0
2020-05-13,Bihar,831,383,6,84,6,0
2020-05-13,Chandigarh,187,28,3,13,4,1
2020-05-13,Chhattisgarh,59,54,0,0,1,0
2020-05-13,Dadar Nagar Haveli,1,0,0,0,0,0
2020-05-13,Delhi,7639,2512,86,406,383,13
2020-05-13,Goa,7,7,0,0,0,0
2020-05-13,Gujarat,8903,3246,537,362,466,24
2020-05-13,Haryana,780,342,11,50,5,0
2020-05-13,Himachal Pradesh,65,39,2,6,0,0
2020-05-13,Jammu and Kashmir,934,455,10,55,28,0
2020-05-13,Jharkhand,172,79,3,12,1,0
2020-05-13,Karnataka,925,433,31,63,7,0
2020-05-13,Kerala,524,489,4,5,0,0
2020-05-13,Ladakh,42,21,0,0,0,0
2020-05-13,Madhya Pradesh,3986,1860,225,201,113,4
2020-05-13,Maharashtra,24427,5125,921,1026,339,53
2020-05-13,Manipur,2,2,0,0,0,0
2020-05-13,Meghalaya,13,10,1,0,0,0
2020-05-13,Mizoram,1,1,0,0,0,0
2020-05-13,Odisha,437,116,3,23,31,0
2020-05-13,Puducherry,13,9,1,1,3,1
2020-05-13,Punjab,1914,171,32,37,3,1
2020-05-13,Rajasthan,4126,2378,117,138,114,4
2020-05-13,Tamil Nadu,8718,2134,61,716,83,8
2020-05-13,Telengana,1326,830,32,51,30,2
2020-05-13,Tripura,154,2,0,2,0,0
2020-05-13,Uttarakhand,69,46,1,1,0,0
2020-05-13,Uttar Pradesh,3664,1873,82,91,115,2
2020-05-13,West Bengal,2173,612,198,110,113,8
2020-05-14,Andaman and Nicobar Islands,33,33,0,0,0,0
2020-05-14,Andhra Pradesh,2137,1142,47,47,86,1
2020-05-14,Arunachal Pradesh,1,1,0,0,0,0
2020-05-14,Assam,80,39,2,15,0,0
2020-05-14,Bihar,940,388,7,109,5,1
2020-05-14,Chandigarh,187,28,3,0,0,0
2020-05-14,Chhattisgarh,59,55,0,0,1,0
2020-05-14,Dadar Nagar Haveli,1,0,0,0,0,0
2020-05-14,Delhi,7998,2858,106,359,346,20
2020-05-14,Goa,7,7,0,0,0,0
2020-05-14,Gujarat,9267,3562,566,364,316,29
2020-05-14,Haryana,793,418,11,13,76,0
2020-05-14,Himachal Pradesh,66,39,2,1,0,0
2020-05-14,Jammu and Kashmir,971,466,11,37,11,1
2020-05-14,Jharkhand,173,79,3,1,0,0
2020-05-14,Karnataka,959,451,33,34,18,2
2020-05-14,Kerala,534,490,4,10,1,0
2020-05-14,Ladakh,43,22,0,1,1,0
2020-05-14,Madhya Pradesh,4173,2004,232,187,144,7
2020-05-14,Maharashtra,25922,5547,975,1495,422,54
2020-05-14,Manipur,2,2,0,0,0,0
2020-05-14,Meghalaya,13,10,1,0,0,0
2020-05-14,Mizoram,1,1,0,0,0,0
2020-05-14,Odisha,538,143,3,101,27,0
2020-05-14,Puducherry,13,9,1,0,0,0
2020-05-14,Punjab,1924,200,32,10,29,0
2020-05-14,Rajasthan,4328,2459,121,202,81,4
2020-05-14,Tamil Nadu,9227,2176,64,509,42,3
2020-05-14,Telengana,1367,940,34,41,110,2
2020-05-14,Tripura,155,16,0,1,14,0
2020-05-14,Uttarakhand,72,46,1,3,0,0
2020-05-14,Uttar Pradesh,3729,1902,83,65,29,1
2020-05-14,West Bengal,2290,702,207,117,90,9
2020-05-15,Andaman and Nicobar Islands,33,33,0,0,0,0
2020-05-15,Andhra Pradesh,2205,1192,48,68,50,1
2020-05-15,Arunachal Pradesh,1,1,0,0,0,0
2020-05-15,Assam,87,39,2,7,0,0
2020-05-15,Bihar,994,411,7,54,23,0
2020-05-15,Chandigarh,191,37,3,4,9,0
2020-05-15,Chhattisgarh,60,56,0,1,1,0
2020-05-15,Dadar Nagar Haveli,1,0,0,0,0,0
2020-05-15,Delhi,8470,3045,115,472,187,9
2020-05-15,Goa,14,7,0,7,0,0
2020-05-15,Gujarat,9591,3753,586,324,191,20
2020-05-15,Haryana,818,439,11,25,21,0
2020-05-15,Himachal Pradesh,74,39,2,8,0,0
2020-05-15,Jammu and Kashmir,983,485,11,12,19,0
2020-05-15,Jharkhand,197,87,3,24,8,0
2020-05-15,Karnataka,987,460,35,28,9,2
2020-05-15,Kerala,560,491,4,26,1,0
2020-05-15,Ladakh,43,22,0,0,0,0
2020-05-15,Madhya Pradesh,4426,2171,237,253,167,5
2020-05-15,Maharashtra,27524,6059,1019,1602,512,44
2020-05-15,Manipur,3,2,0,1,0,0
2020-05-15,Meghalaya,13,11,1,0,1,0
2020-05-15,Mizoram,1,1,0,0,0,0
2020-05-15,Odisha,611,158,3,73,15,0
2020-05-15,Puducherry,13,9,1,0,0,0
2020-05-15,Punjab,1935,223,32,11,23,0
2020-05-15,Rajasthan,4534,2580,125,206,121,4
2020-05-15,Tamil Nadu,9674,2240,66,447,64,2
2020-05-15,Telengana,1414,950,34,47,10,0
2020-05-15,Tripura,156,29,0,1,13,0
2020-05-15,Uttarakhand,78,50,1,6,4,0
2020-05-15,Uttar Pradesh,3902,2072,88,173,170,5
2020-05-15,West Bengal,2377,768,215,87,66,8
2020-05-16,Andaman and Nicobar Islands,33,33,0,0,0,0
2020-05-16,Andhra Pradesh,2307,1252,48,102,60,0
2020-05-16,Arunachal Pradesh,1,1,0,0,0,0
2020-05-16,Assam,90,41,2,3,2,0
2020-05-16,Bihar,1018,438,7,24,27,0
2020-05-16,Chandigarh,191,37,3,0,0,0
2020-05-16,Chhattisgarh,66,56,0,6,0,0
2020-05-16,Dadar Nagar Haveli,1,0,0,0,0,0
2020-05-16,Delhi,8895,3518,123,425,473,8
2020-05-16,Goa,15,7,0,1,0,0
2020-05-16,Gujarat,9931,4035,606,340,282,20
2020-05-16,Haryana,818,439,11,0,0,0
2020-05-16,Himachal Pradesh,76,39,3,2,0,1
2020-05-16,Jammu and Kashmir,1013,513,11,30,28,0
2020-05-16,Jharkhand,203,87,3,6,0,0
2020-05-16,Karnataka,1056,480,36,69,20,1
2020-05-16,Kerala,576,492,4,16,1,0
2020-05-16,Ladakh,43,22,0,0,0,0
2020-05-16,Madhya Pradesh,4595,2283,239,169,112,2
2020-05-16,Maharashtra,29100,6564,1068,1576,505,49
2020-05-16,Manipur,3,2,0,0,0,0
2020-05-16,Meghalaya,13,11,1,0,0,0
2020-05-16,Mizoram,1,1,0,0,0,0
2020-05-16,Odisha,672,166,3,61,8,0
2020-05-16,Puducherry,13,9,1,0,0,0
2020-05-16,Punjab,1935,305,32,0,82,0
2020-05-16,Rajasthan,4727,2677,125,193,97,0
2020-05-16,Tamil Nadu,10108,2599,71,434,359,5
2020-05-16,Telengana,1454,959,34,40,9,0
2020-05-16,Tripura,156,42,0,0,13,0
2020-05-16,Uttarakhand,82,51,1,4,1,0
2020-05-16,Uttar Pradesh,4057,2165,95,155,93,7
2020-05-16,West Bengal,2461,829,225,84,61,10
2020-05-17,Andaman and Nicobar Islands,33,33,0,0,0,0
2020-05-17,Andhra Pradesh,2355,1353,49,48,101,1
2020-05-17,Arunachal Pradesh,1,1,0,0,0,0
2020-05-17,Assam,92,41,2,2,0,0
2020-05-17,Bihar,1179,453,7,161,15,0
2020-05-17,Chandigarh,191,51,3,0,14,0
2020-05-17,Chhattisgarh,67,56,0,1,0,0
2020-05-17,Dadar Nagar Haveli,1,0,0,0,0,0
2020-05-17,Delhi,9333,3926,129,438,408,6
2020-05-17,Goa,17,7,0,2,0,0
2020-05-17,Gujarat,10988,4308,625,1057,273,19
2020-05-17,Haryana,887,514,13,69,75,2
2020-05-17,Himachal Pradesh,78,43,3,2,4,0
2020-05-17,Jammu and Kashmir,1121,542,12,108,29,1
2020-05-17,Jharkhand,217,113,3,14,26,0
2020-05-17,Karnataka,1092,496,36,36,16,0
2020-05-17,Kerala,587,495,4,11,3,0
2020-05-17,Ladakh,43,22,0,0,0,0
2020-05-17,Madhya Pradesh,4789,2315,243,194,32,4
2020-05-17,Maharashtra,30706,7088,1135,1606,524,67
2020-05-17,Manipur,7,2,0,4,0,0
2020-05-17,Meghalaya,13,11,1,0,0,0
2020-05-17,Mizoram,1,1,0,0,0,0
2020-05-17,Odisha,737,196,3,65,30,0
2020-05-17,Puducherry,13,9,1,0,0,0
2020-05-17,Punjab,1946,1257,32,11,952,0
2020-05-17,Rajasthan,4960,2839,126,233,162,1
2020-05-17,Tamil Nadu,10585,3538,74,477,939,3
2020-05-17,Telengana,1509,971,34,55,12,0
2020-05-17,Tripura,167,64,0,11,22,0
2020-05-17,Uttarakhand,88,51,1,6,0,0
2020-05-17,Uttar Pradesh,4258,2441,104,201,276,9
2020-05-17,West Bengal,2576,872,232,115,43,7
2020-05-18,Andaman and Nicobar Islands,33,33,0,0,0,0
2020-05-18,Andhra Pradesh,2407,1456,50,52,103,1
2020-05-18,Arunachal Pradesh,1,1,0,0,0,0
2020-05-18,Assam,101,41,2,9,0,0
2020-05-18,Bihar,1262,475,8,83,22,1
2020-05-18,Chandigarh,191,51,3,0,0,0
2020-05-18,Chhattisgarh,86,59,0,19,3,0
2020-05-18,Dadar Nagar Haveli,1,0,0,0,0,0
2020-05-18,Delhi,10054,4485,160,721,559,31
2020-05-18,Goa,29,7,0,12,0,0
2020-05-18,Gujarat,11379,4499,659,391,191,34
2020-05-18,Haryana,910,562,14,23,48,1
2020-05-18,Himachal Pradesh,80,44,3,2,1,0
2020-05-18,Jammu and Kashmir,1183,575,13,62,33,1
2020-05-18,Jharkhand,223,113,3,6,0,0
2020-05-18,Karnataka,1147,509,37,55,13,1
2020-05-18,Kerala,601,497,4,14,2,0
2020-05-18,Ladakh,43,24,0,0,2,0
2020-05-18,Madhya Pradesh,4977,2403,248,188,88,5
2020-05-18,Maharashtra,33053,7688,1198,2347,600,63
2020-05-18,Manipur,7,2,0,0,0,0
2020-05-18,Meghalaya,13,11,1,0,0,0
2020-05-18,Mizoram,1,1,0,0,0,0
2020-05-18,Odisha,828,220,4,91,24,1
2020-05-18,Puducherry,13,9,1,0,0,0
2020-05-18,Punjab,1964,1366,35,18,109,3
2020-05-18,Rajasthan,5202,2992,131,242,153,5
2020-05-18,Tamil Nadu,11224,4172,78,639,634,4
2020-05-18,Telengana,1551,992,34,42,21,0
2020-05-18,Tripura,167,85,0,0,21,0
2020-05-18,Uttarakhand,92,52,1,4,1,0
2020-05-18,Uttar Pradesh,4259,2441,104,1,0,0
2020-05-18,West Bengal,2677,959,238,101,87,6
2020-05-19,Andaman and Nicobar Islands,33,33,0,0,0,0
2020-05-19,Andhra Pradesh,2474,1552,50,67,96,0
2020-05-19,Arunachal Pradesh,1,1,0,0,0,0
2020-05-19,Assam,107,41,2,6,0,0
2020-05-19,Bihar,1391,494,9,129,19,1
2020-05-19,Chandigarh,196,54,3,5,3,0
2020-05-19,Chhattisgarh,93,59,0,7,0,0
2020-05-19,Dadar Nagar Haveli,1,0,0,0,0,0
2020-05-19,Delhi,10054,4485,168,0,0,8
2020-05-19,Goa,38,7,0,9,0,0
2020-05-19,Gujarat,11745,4804,694,366,305,35
2020-05-19,Haryana,928,598,14,18,36,0
2020-05-19,Himachal Pradesh,90,44,3,10,0,0
2020-05-19,Jammu and Kashmir,1289,609,15,106,34,2
2020-05-19,Jharkhand,223,113,3,0,0,0
2020-05-19,Karnataka,1246,530,37,99,21,0
2020-05-19,Kerala,630,497,4,29,0,0
2020-05-19,Ladakh,43,41,0,0,17,0
2020-05-19,Madhya Pradesh,5236,2435,252,259,32,4
2020-05-19,Maharashtra,35058,8437,1249,2005,749,51
2020-05-19,Manipur,7,2,0,0,0,0
2020-05-19,Meghalaya,13,11,1,0,0,0
2020-05-19,Mizoram,1,1,0,0,0,0
2020-05-19,Odisha,876,220,4,48,0,0
2020-05-19,Puducherry,18,9,1,5,0,0
2020-05-19,Punjab,1980,1547,37,16,181,2
2020-05-19,Rajasthan,5507,3218,138,305,226,7
2020-05-19,Tamil Nadu,11760,4406,81,536,234,3
2020-05-19,Telengana,1597,1000,35,46,8,1
2020-05-19,Tripura,167,85,0,0,0,0
2020-05-19,Uttarakhand,93,52,1,1,0,0
2020-05-19,Uttar Pradesh,4605,2783,118,346,342,14
2020-05-19,West Bengal,2825,1006,244,148,47,6
2020-05-20,Andaman and Nicobar Islands,33,33,0,0,0,0
2020-05-20,Andhra Pradesh,2532,1621,52,58,69,2
2020-05-20,Arunachal Pradesh,1,1,0,0,0,0
2020-05-20,Assam,142,41,4,35,0,2
2020-05-20,Bihar,1498,534,9,107,40,0
2020-05-20,Chandigarh,200,57,3,4,3,0
2020-05-20,Chhattisgarh,101,59,0,8,0,0
2020-05-20,Dadar Nagar Haveli,1,0,0,0,0,0
2020-05-20,Delhi,10554,4750,168,500,265,0
2020-05-20,Goa,46,7,0,8,0,0
2020-05-20,Gujarat,12140,5043,719,395,239,25
2020-05-20,Haryana,964,627,14,36,29,0
2020-05-20,Himachal Pradesh,92,47,3,2,3,0
2020-05-20,Jammu and Kashmir,1317,653,17,28,44,2
2020-05-20,Jharkhand,231,127,3,8,14,0
2020-05-20,Karnataka,1397,544,40,151,14,3
2020-05-20,Kerala,642,497,4,12,0,0
2020-05-20,Ladakh,43,43,0,0,2,0
2020-05-20,Madhya Pradesh,5465,2630,258,229,195,6
2020-05-20,Maharashtra,37136,9639,1325,2078,1202,76
2020-05-20,Manipur,9,2,0,2,0,0
2020-05-20,Meghalaya,13,12,1,0,1,0
2020-05-20,Mizoram,1,1,0,0,0,0
2020-05-20,Odisha,978,277,5,102,57,1
2020-05-20,Puducherry,18,9,1,0,0,0
2020-05-20,Punjab,2002,1642,38,22,95,1
2020-05-20,Rajasthan,5845,3337,143,338,119,5
2020-05-20,Tamil Nadu,12448,4895,84,688,489,3
2020-05-20,Telengana,1634,1010,38,37,10,3
2020-05-20,Tripura,173,116,0,6,31,0
2020-05-20,Uttarakhand,111,52,1,18,0,0
2020-05-20,Uttar Pradesh,4926,2918,123,321,135,5
2020-05-20,West Bengal,2961,1074,250,136,68,6
2020-05-21,Andaman and Nicobar Islands,33,33,0,0,0,0
2020-05-21,Andhra Pradesh,2602,1640,53,70,19,1
2020-05-21,Arunachal Pradesh,1,1,0,0,0,0
2020-05-21,Assam,170,48,4,28,7,0
2020-05-21,Bihar,1674,571,10,176,37,1
2020-05-21,Chandigarh,202,57,3,2,0,0
2020-05-21,Chhattisgarh,115,59,0,14,0,0
2020-05-21,Dadar Nagar Haveli,1,0,0,0,0,0
2020-05-21,Delhi,11088,5192,176,534,442,8
2020-05-21,Goa,50,7,0,4,0,0
2020-05-21,Gujarat,12537,5219,749,397,176,30
2020-05-21,Haryana,993,648,14,29,21,0
2020-05-21,Himachal Pradesh,110,54,3,18,7,0
2020-05-21,Jammu and Kashmir,1390,678,18,73,25,1
2020-05-21,Jharkhand,231,127,3,0,0,0
2020-05-21,Karnataka,1462,556,41,65,12,1
2020-05-21,Kerala,666,502,4,24,5,0
2020-05-21,Ladakh,44,43,0,1,0,0
2020-05-21,Madhya Pradesh,5735,2733,267,270,103,9
2020-05-21,Maharashtra,39297,10318,1390,2161,679,65
2020-05-21,Manipur,25,2,0,16,0,0
2020-05-21,Meghalaya,14,12,1,1,0,0
2020-05-21,Mizoram,1,1,0,0,0,0
2020-05-21,Odisha,1052,307,6,74,30,1
2020-05-21,Puducherry,18,9,0,0,0,-1
2020-05-21,Punjab,2005,1794,38,3,152,0
2020-05-21,Rajasthan,6015,3404,147,170,67,4
2020-05-21,Tamil Nadu,13191,5882,87,743,987,3
2020-05-21,Telengana,1661,1015,40,27,5,2
2020-05-21,Tripura,173,133,0,0,17,0
2020-05-21,Uttarakhand,122,53,1,11,1,0
2020-05-21,Uttar Pradesh,5175,3066,127,249,148,4
2020-05-21,West Bengal,3103,1136,253,142,62,3
2020-05-22,Andaman and Nicobar Islands,33,33,0,0,0,0
2020-05-22,Andhra Pradesh,2647,1709,53,45,69,0
2020-05-22,Arunachal Pradesh,1,1,0,0,0,0
2020-05-22,Assam,203,54,4,33,6,0
2020-05-22,Bihar,1982,593,11,308,22,1
2020-05-22,Chandigarh,217,139,3,15,82,0
2020-05-22,Chhattisgarh,128,59,0,13,0,0
2020-05-22,Dadar Nagar Haveli,1,0,0,0,0,0
2020-05-22,Delhi,11659,5567,194,571,375,18
2020-05-22,Goa,52,7,0,2,0,0
2020-05-22,Gujarat,12905,5488,773,368,269,24
2020-05-22,Haryana,1031,681,15,38,33,1
2020-05-22,Himachal Pradesh,152,59,3,42,5,0
2020-05-22,Jammu and Kashmir,1449,684,20,59,6,2
2020-05-22,Jharkhand,290,129,3,59,2,0
2020-05-22,Karnataka,1605,571,41,143,15,0
2020-05-22,Kerala,690,510,4,24,8,0
2020-05-22,Ladakh,44,43,0,0,0,0
2020-05-22,Madhya Pradesh,5981,2843,270,246,110,3
2020-05-22,Maharashtra,41642,11726,1454,2345,1408,64
2020-05-22,Manipur,25,2,0,0,0,0
2020-05-22,Meghalaya,14,12,1,0,0,0
2020-05-22,Mizoram,1,1,0,0,0,0
2020-05-22,Odisha,1103,393,7,51,86,1
2020-05-22,Puducherry,20,10,0,2,1,0
2020-05-22,Punjab,2028,1819,39,23,25,1
2020-05-22,Rajasthan,6227,3485,151,212,81,4
2020-05-22,Tamil Nadu,13967,6282,94,776,400,7
2020-05-22,Telengana,1699,1035,45,38,20,5
2020-05-22,Tripura,173,148,0,0,15,0
2020-05-22,Uttarakhand,146,54,1,24,1,0
2020-05-22,Uttar Pradesh,5515,3204,138,340,138,11
2020-05-22,West Bengal,3197,1193,259,94,57,6
2020-05-23,Andaman and Nicobar Islands,33,33,0,0,0,0
2020-05-23,Andhra Pradesh,2709,1763,55,62,54,2
2020-05-23,Arunachal Pradesh,1,1,0,0,0,0
2020-05-23,Assam,259,54,4,56,0,0
2020-05-23,Bihar,2177,629,11,195,36,0
2020-05-23,Chandigarh,218,178,3,1,39,0
2020-05-23,Chhattisgarh,172,62,0,44,3,0
2020-05-23,Dadar Nagar Haveli,1,0,0,0,0,0
2020-05-23,Delhi,12319,5897,208,660,330,14
2020-05-23,Goa,54,16,0,2,9,0
2020-05-23,Gujarat,13268,5880,802,363,392,29
2020-05-23,Haryana,1067,706,16,36,25,1
2020-05-23,Himachal Pradesh,168,59,3,16,0,0
2020-05-23,Jammu and Kashmir,1489,720,20,40,36,0
2020-05-23,Jharkhand,308,136,3,18,7,0
2020-05-23,Karnataka,1743,597,41,138,26,0
2020-05-23,Kerala,732,512,4,42,2,0
2020-05-23,Ladakh,44,43,0,0,0,0
2020-05-23,Madhya Pradesh,6170,3089,272,189,246,2
2020-05-23,Maharashtra,44582,12583,1517,2940,857,63
2020-05-23,Manipur,26,2,0,1,0,0
2020-05-23,Meghalaya,14,12,1,0,0,0
2020-05-23,Mizoram,1,1,0,0,0,0
2020-05-23,Odisha,1189,436,7,86,43,0
2020-05-23,Puducherry,26,10,0,6,0,0
2020-05-23,Punjab,2029,1847,39,1,28,0
2020-05-23,Rajasthan,6494,3680,153,267,195,2
2020-05-23,Tamil Nadu,14753,7128,98,786,846,4
2020-05-23,Telengana,1761,1043,45,62,8,0
2020-05-23,Tripura,175,152,0,2,4,0
2020-05-23,Uttarakhand,153,56,1,7,2,0
2020-05-23,Uttar Pradesh,5735,3238,152,220,34,14
2020-05-23,West Bengal,3332,1221,265,135,28,6
2020-05-24,Andaman and Nicobar Islands,33,33,0,0,0,0
2020-05-24,Andhra Pradesh,2757,1809,56,48,46,1
2020-05-24,Arunachal Pradesh,1,1,0,0,0,0
2020-05-24,Assam,329,55,4,70,1,0
2020-05-24,Bihar,2380,653,11,203,24,0
2020-05-24,Chandigarh,225,179,3,7,1,0
2020-05-24,Chhattisgarh,214,64,0,42,2,0
2020-05-24,Dadar Nagar Haveli,2,0,0,1,0,0
2020-05-24,Delhi,12910,6267,231,591,370,23
2020-05-24,Goa,55,16,0,1,0,0
2020-05-24,Gujarat,13664,6169,829,396,289,27
2020-05-24,Haryana,1131,750,16,64,44,0
2020-05-24,Himachal Pradesh,185,61,3,17,2,0
2020-05-24,Jammu and Kashmir,1569,774,21,80,54,1
2020-05-24,Jharkhand,350,141,4,42,5,1
2020-05-24,Karnataka,1959,608,42,216,11,1
2020-05-24,Kerala,795,515,4,63,3,0
2020-05-24,Ladakh,49,43,0,5,0,0
2020-05-24,Madhya Pradesh,6371,3267,281,201,178,9
2020-05-24,Maharashtra,47190,13404,1577,2608,821,60
2020-05-24,Manipur,29,4,0,3,2,0
2020-05-24,Meghalaya,14,12,1,0,0,0
2020-05-24,Mizoram,1,1,0,0,0,0
2020-05-24,Odisha,1269,497,7,80,61,0
2020-05-24,Puducherry,26,10,0,0,0,0
2020-05-24,Punjab,2045,1870,39,16,23,0
2020-05-24,Rajasthan,6742,3786,160,248,106,7
2020-05-24,Sikkim,1,0,0,,,
2020-05-24,Tamil Nadu,15512,7491,103,759,363,5
2020-05-24,Telengana,1813,1065,49,52,22,4
2020-05-24,Tripura,189,153,0,14,1,0
2020-05-24,Uttarakhand,244,56,2,91,0,1
2020-05-24,Uttar Pradesh,6017,3406,155,282,168,3
2020-05-24,West Bengal,3459,1281,269,127,60,4
2020-05-25,Andaman and Nicobar Islands,33,33,0,0,0,0
2020-05-25,Andhra Pradesh,2823,1856,56,66,47,0
2020-05-25,Arunachal Pradesh,1,1,0,0,0,0
2020-05-25,Assam,378,55,4,49,0,0
2020-05-25,Bihar,2587,702,13,207,49,2
2020-05-25,Chandigarh,238,186,3,13,7,0
2020-05-25,Chhattisgarh,252,67,0,38,3,0
2020-05-25,Dadar Nagar Haveli,2,0,0,0,0,0
2020-05-25,Delhi,13418,6540,261,508,273,30
2020-05-25,Goa,66,19,0,11,3,0
2020-05-25,Gujarat,14056,6412,858,392,243,29
2020-05-25,Haryana,1184,765,16,53,15,0
2020-05-25,Himachal Pradesh,203,63,3,18,2,0
2020-05-25,Jammu and Kashmir,1621,809,21,52,35,0
2020-05-25,Jharkhand,370,148,4,20,7,0
2020-05-25,Karnataka,2089,654,42,130,46,0
2020-05-25,Kerala,847,521,4,52,6,0
2020-05-25,Ladakh,52,43,0,3,0,0
2020-05-25,Madhya Pradesh,6665,3408,290,294,141,9
2020-05-25,Maharashtra,50231,14600,1635,3041,1196,58
2020-05-25,Manipur,32,4,0,3,0,0
2020-05-25,Meghalaya,14,12,1,0,0,0
2020-05-25,Mizoram,1,1,0,0,0,0
2020-05-25,Odisha,1336,550,7,67,53,0
2020-05-25,Puducherry,41,12,0,15,2,0
2020-05-25,Punjab,2060,1898,40,15,28,1
2020-05-25,Rajasthan,7028,3848,163,286,62,3
2020-05-25,Sikkim,1,0,0,0,0,0
2020-05-25,Tamil Nadu,16277,8324,111,765,833,8
2020-05-25,Telengana,1854,1090,53,41,25,4
2020-05-25,Tripura,191,165,0,2,12,0
2020-05-25,Uttarakhand,317,58,3,73,2,1
2020-05-25,Uttar Pradesh,6268,3538,161,251,132,6
2020-05-25,West Bengal,3667,1339,272,208,58,3
2020-05-26,Andaman and Nicobar Islands,33,33,0,0,0,0
2020-05-26,Andhra Pradesh,3110,1896,56,287,40,0
2020-05-26,Arunachal Pradesh,2,1,0,1,0,0
2020-05-26,Assam,526,62,4,148,7,0
2020-05-26,Bihar,2730,749,13,143,47,0
2020-05-26,Chandigarh,238,186,3,0,0,0
2020-05-26,Chhattisgarh,291,72,0,39,5,0
2020-05-26,Dadar Nagar Haveli,2,0,0,0,0,0
2020-05-26,Delhi,14053,6771,276,635,231,15
2020-05-26,Goa,67,19,0,1,0,0
2020-05-26,Gujarat,14460,6636,888,404,224,30
2020-05-26,Haryana,1184,765,16,0,0,0
2020-05-26,Himachal Pradesh,223,67,5,20,4,2
2020-05-26,Jammu and Kashmir,1668,809,23,47,0,2
2020-05-26,Jharkhand,377,148,4,7,0,0
2020-05-26,Karnataka,2182,705,44,93,51,2
2020-05-26,Kerala,896,532,5,49,11,1
2020-05-26,Ladakh,52,43,0,0,0,0
2020-05-26,Madhya Pradesh,6859,3571,300,194,163,10
2020-05-26,Maharashtra,52667,15786,1695,2436,1186,60
2020-05-26,Manipur,39,4,0,7,0,0
2020-05-26,Meghalaya,14,12,1,0,0,0
2020-05-26,Mizoram,1,1,0,0,0,0
2020-05-26,Nagaland,3,0,0,3,0,0
2020-05-26,Odisha,1438,649,7,102,99,0
2020-05-26,Puducherry,41,12,0,0,0,0
2020-05-26,Punjab,2060,1898,40,0,0,0
2020-05-26,Rajasthan,7300,3951,167,272,103,4
2020-05-26,Sikkim,1,0,0,0,0,0
2020-05-26,Tamil Nadu,17082,8731,118,805,407,7
2020-05-26,Telengana,1920,1164,56,66,74,3
2020-05-26,Tripura,194,165,0,3,0,0
2020-05-26,Uttarakhand,349,58,3,32,0,0
2020-05-26,Uttar Pradesh,6532,3581,165,264,43,4
2020-05-26,West Bengal,3816,1414,278,149,75,6
2020-05-27,Andaman and Nicobar Islands,33,33,0,0,0,0
2020-05-27,Andhra Pradesh,3171,2009,57,61,113,1
2020-05-27,Arunachal Pradesh,2,1,0,0,0,0
2020-05-27,Assam,616,62,4,90,0,0
2020-05-27,Bihar,2983,900,13,253,151,0
2020-05-27,Chandigarh,266,187,4,28,1,1
2020-05-27,Chhattisgarh,361,79,0,70,7,0
2020-05-27,Dadar Nagar Haveli,2,0,0,0,0,0
2020-05-27,Delhi,14465,7223,288,412,452,12
2020-05-27,Goa,67,28,0,0,9,0
2020-05-27,Gujarat,14821,7139,915,361,503,27
2020-05-27,Haryana,1305,824,17,121,59,1
2020-05-27,Himachal Pradesh,247,67,5,24,0,0
2020-05-27,Jammu and Kashmir,1759,833,24,91,24,1
2020-05-27,Jharkhand,426,175,4,49,27,0
2020-05-27,Karnataka,2283,748,44,101,43,0
2020-05-27,Kerala,963,542,6,67,10,1
2020-05-27,Ladakh,53,43,0,1,0,0
2020-05-27,Madhya Pradesh,7024,3689,305,165,118,5
2020-05-27,Maharashtra,54758,16954,1792,2091,1168,97
2020-05-27,Manipur,39,4,0,0,0,0
